Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age,Predicted_Price,Actual_Price
765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,99106.0,4.0,Automatic,Front,Left wheel,Black,4.0,10.0,52943.5778002506,52959
1699.0,AUDI,A6,Sedan,Yes,Petrol,3.2,147168.0,6.0,Tiptronic,4x4,Left wheel,Golden,12.0,17.0,5487.366393255118,5466
1211.0,BMW,X5,Jeep,Yes,Diesel,3.0,265210.0,6.0,Automatic,4x4,Left wheel,Black,0.0,15.0,1882.0000000000168,1882
583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,77483.0,4.0,Automatic,Front,Left wheel,Silver,4.0,14.0,19086.157279658844,19089
781.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,326400.0,4.0,Tiptronic,Front,Left wheel,Silver,10.0,13.0,26029.999999999338,26030
761.0,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,221760.0,4.0,Automatic,Front,Left wheel,Blue,12.0,15.0,706.0000000000066,706
781.0,MERCEDES-BENZ,S 320,Sedan,Yes,LPG,3.2,157000.0,6.0,Tiptronic,Rear,Left wheel,White,8.0,26.0,9095.000000000118,9095
781.0,TOYOTA,Camry XLE,Sedan,Yes,Hybrid,2.5,85000.0,4.0,Automatic,Front,Left wheel,Black,6.0,13.0,31987.71877571359,31988
1324.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,264877.0,6.0,Automatic,4x4,Left wheel,White,12.0,15.0,4861.000000000073,4861
1399.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,82021.0,4.0,Automatic,Front,Left wheel,Grey,4.0,15.0,49850.80199882615,49864
764.0,KIA,Optima,Sedan,Yes,Diesel,1.7,30068.0,4.0,Automatic,Front,Left wheel,Black,4.0,9.0,32750.02595323329,32772
781.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,139200.0,4.0,Tiptronic,4x4,Left wheel,Grey,6.0,11.0,34497.7491940496,34497
919.0,BMW,X5,Jeep,Yes,Diesel,3.0,273962.0,6.0,Automatic,4x4,Left wheel,White,0.0,13.0,220.00000000000227,220
447.0,HONDA,FIT,Universal,Yes,Hybrid,1.3,112405.0,4.0,Automatic,Front,Left wheel,Black,4.0,12.0,9572.054416695795,9593
781.0,BMW,M3,Coupe,Yes,Petrol,2.5,222222.0,6.0,Manual,Rear,Right-hand drive,Silver,2.0,25.0,8781.00000000004,8781
1017.0,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,26802.0,4.0,Automatic,Rear,Left wheel,Black,12.0,8.0,314.0000000000039,314
1091.0,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,95762.0,4.0,Automatic,4x4,Left wheel,Black,12.0,9.0,7996.999999999857,7997
503.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,138000.0,4.0,Automatic,Front,Left wheel,Blue,4.0,13.0,16107.463697253166,16107
1024.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,184000.0,6.0,Automatic,Front,Left wheel,Grey,8.0,15.0,15524.00000000017,15524
781.0,MERCEDES-BENZ,220,Sedan,Yes,Diesel,2.2,3000.0,4.0,Tiptronic,Rear,Left wheel,White,6.0,24.0,9500.647808722775,9500
900.0,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,117158.0,4.0,Automatic,Front,Left wheel,White,12.0,10.0,12698.384507534052,12701
585.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,1456394.0,4.0,Tiptronic,Front,Left wheel,White,8.0,12.0,16621.000000000327,16621
781.0,OPEL,Vectra,Sedan,No,Petrol,1.6,195256.0,4.0,Automatic,Front,Left wheel,Blue,4.0,27.0,6585.999999999964,6586
891.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,27243.0,4.0,Automatic,Front,Left wheel,Grey,4.0,9.0,29604.024703524046,29633
781.0,FORD,Transit,Microbus,No,Diesel,2.5,111111.0,2.0,Manual,Rear,Left wheel,Carnelian red,1.0,33.0,8998.428373660947,9000
891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,163401.0,4.0,Automatic,Front,Left wheel,Blue,4.0,9.0,41218.290291815705,41221
574.0,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,308331.0,4.0,Automatic,Front,Left wheel,Silver,12.0,15.0,392.000000000001,392
1024.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,238342.0,4.0,Automatic,Front,Left wheel,Black,12.0,15.0,627.000000000001,627
501.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,119130.0,4.0,Automatic,Front,Left wheel,Black,4.0,11.0,28592.698548527642,28592
781.0,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,95000.0,4.0,Manual,4x4,Left wheel,Blue,4.0,25.0,7840.0000000000055,7840
639.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,123850.0,4.0,Automatic,Front,Left wheel,Blue,4.0,11.0,14849.425567941389,14856
781.0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,275000.0,4.0,Tiptronic,Rear,Left wheel,Silver,7.0,18.0,24148.748848303665,24148
503.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,99000.0,4.0,Automatic,Front,Left wheel,White,4.0,13.0,5644.749450430963,5645
781.0,TOYOTA,Camry SE,Sedan,No,Petrol,2.5,72000.0,4.0,Tiptronic,Front,Left wheel,Silver,10.0,14.0,25401.767797459208,25402
781.0,TOYOTA,Camry,Sedan,No,LPG,2.4,167435.0,4.0,Tiptronic,Front,Left wheel,Silver,6.0,18.0,17876.000000000284,17876
1816.0,MAZDA,Mazda 6,Sedan,Yes,Diesel,2.2,136000.0,4.0,Automatic,Front,Right-hand drive,Black,8.0,11.0,14113.0,14113
394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,0.0,4.0,Automatic,Front,Left wheel,Black,12.0,11.0,5958.999999999918,5959
781.0,SUBARU,Impreza,Sedan,No,Petrol,1.5,190000.0,4.0,Automatic,Front,Right-hand drive,White,0.0,19.0,7055.969993685489,7056
781.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,120640.0,5.0,Tiptronic,Front,Left wheel,Silver,6.0,13.0,19757.00000000029,19757
638.0,KIA,Optima,Sedan,Yes,Petrol,2.0,60704.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,14113.0,14113
1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,149486.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,11.0,314.0000000000039,314
1885.0,PORSCHE,Panamera,Hatchback,Yes,Petrol,4.8,196800.0,8.0,Tiptronic,4x4,Left wheel,White,8.0,15.0,72046.22793970586,72130
761.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,196121.0,4.0,Automatic,Front,Left wheel,White,8.0,15.0,14113.0,14113
781.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,142000.0,4.0,Variator,Front,Left wheel,Beige,12.0,14.0,17249.000000000473,17249
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,228717.0,4.0,Automatic,Front,Left wheel,Grey,12.0,13.0,2429.9999999999823,2430
781.0,RENAULT,Clio,Hatchback,No,Diesel,1.5,0.0,4.0,Manual,Front,Left wheel,White,4.0,12.0,18816.9999999996,18817
900.0,HONDA,Accord,Coupe,Yes,Petrol,2.4,78475.0,4.0,Automatic,Front,Left wheel,Blue,12.0,10.0,2429.9999999999823,2430
781.0,MERCEDES-BENZ,S 320,Sedan,Yes,Petrol,3.2,270000.0,6.0,Tiptronic,Rear,Left wheel,Black,12.0,24.0,26657.00000000031,26657
781.0,KIA,Optima,Sedan,No,Petrol,2.4,152480.0,6.0,Tiptronic,Front,Left wheel,Silver,6.0,12.0,17249.000000000473,17249
1760.0,DODGE,Challenger,Sedan,Yes,Petrol,3.6,240680.0,6.0,Automatic,Rear,Left wheel,Grey,12.0,8.0,11604.899686065584,11604
1327.0,SUBARU,Forester,Sedan,Yes,Petrol,2.5,32435.0,4.0,Automatic,4x4,Left wheel,Black,12.0,7.0,10663.00000000014,10663
1646.0,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,102907.0,8.0,Automatic,4x4,Left wheel,Black,0.0,10.0,706.0000000000066,706
781.0,NISSAN,Pathfinder,Jeep,Yes,LPG,4.0,90200.0,6.0,Tiptronic,4x4,Left wheel,Black,12.0,15.0,31434.388334136063,31500
934.0,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,89786.0,4.0,Automatic,4x4,Left wheel,Silver,0.0,10.0,28225.000000000808,28225
781.0,HONDA,Civic,Sedan,No,Petrol,1.7,242000.0,4.0,Variator,Front,Right-hand drive,Silver,2.0,22.0,5331.877139728366,5331
934.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,87141.0,4.0,Automatic,4x4,Left wheel,Black,0.0,10.0,469.9999999999908,470
781.0,CHEVROLET,Camaro,Sedan,Yes,Petrol,3.6,127000.0,6.0,Automatic,Rear,Left wheel,Red,0.0,14.0,47041.9999999994,47042
781.0,MERCEDES-BENZ,Vito,Minivan,No,Petrol,2.3,185000.0,4.0,Manual,Front,Left wheel,Green,2.0,26.0,10035.759955034742,10036
1079.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,63195.0,4.0,Automatic,Front,Left wheel,Black,12.0,7.0,2979.7798120001708,2979
779.0,LEXUS,ES 300,Sedan,Yes,Hybrid,2.5,152400.0,4.0,Automatic,Front,Left wheel,Silver,12.0,12.0,6114.999999999914,6115
531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,123000.0,4.0,Automatic,Front,Left wheel,Silver,4.0,13.0,19706.99999999973,19707
781.0,DODGE,Challenger,Coupe,No,Petrol,3.6,112000.0,6.0,Tiptronic,Rear,Left wheel,Grey,6.0,13.0,25082.723652189834,25089
781.0,HONDA,Step Wagon,Minivan,No,LPG,2.0,162000.0,4.0,Automatic,4x4,Right-hand drive,Beige,2.0,20.0,11290.000000000235,11290
781.0,MERCEDES-BENZ,Smart,Sedan,No,Petrol,0.6,142000.0,4.0,Tiptronic,Rear,Left wheel,Black,2.0,26.0,4702.084670711389,4704
1266.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,60000.0,4.0,Automatic,Front,Right-hand drive,White,4.0,11.0,13172.000000000005,13172
2421.0,NISSAN,X-Trail,Jeep,Yes,Petrol,2.0,22000.0,4.0,Automatic,4x4,Right-hand drive,Red,8.0,9.0,18001.357370852016,18000
442.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,47672.0,4.0,Automatic,Front,Left wheel,White,12.0,8.0,1882.0000000000168,1882
781.0,OPEL,Vectra,Sedan,No,CNG,2.2,175000.0,4.0,Manual,Front,Left wheel,Green,4.0,24.0,4703.999999999928,4704
1077.0,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,19834.0,4.0,Automatic,Front,Left wheel,Silver,12.0,6.0,469.9999999999908,470
781.0,TOYOTA,Passo,Hatchback,No,Petrol,1.0,135000.0,4.0,Automatic,Front,Right-hand drive,White,2.0,20.0,5645.0000000000555,5645
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,314373.0,4.0,Automatic,Front,Left wheel,Grey,12.0,13.0,392.000000000001,392
781.0,TOYOTA,Camry,Sedan,No,Hybrid,2.5,178700.0,4.0,Tiptronic,Front,Left wheel,White,6.0,13.0,12108.268167653423,12100
640.0,SUBARU,XV,Sedan,Yes,Petrol,2.0,105523.0,4.0,Automatic,4x4,Left wheel,Blue,0.0,12.0,5645.0000000000555,5645
1327.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,44845.0,4.0,Automatic,Front,Left wheel,Brown,12.0,7.0,469.9999999999908,470
503.0,HONDA,FIT,Jeep,Yes,Petrol,1.5,277856.0,4.0,Automatic,Front,Left wheel,White,0.0,13.0,706.0000000000066,706
781.0,MERCEDES-BENZ,C 230,Sedan,No,CNG,2.3,200000.0,4.0,Manual,Rear,Left wheel,Black,12.0,25.0,8781.00000000004,8781
1017.0,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,35874.0,4.0,Automatic,4x4,Left wheel,Black,12.0,8.0,469.9999999999908,470
1533.0,CHEVROLET,Impala,Sedan,Yes,Petrol,3.6,34030.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,56468.563197949836,56431
1327.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,71689.0,4.0,Automatic,Front,Left wheel,Grey,4.0,7.0,46911.33174946687,46919
584.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,152000.0,4.0,Automatic,Front,Left wheel,White,8.0,11.0,7526.999999999905,7527
1363.0,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,189704.0,8.0,Automatic,4x4,Left wheel,Grey,0.0,13.0,157.0000000000017,157
531.0,MINI,Countryman,Jeep,Yes,Petrol,1.6,150354.0,4.0,Tiptronic,4x4,Left wheel,Brown,12.0,13.0,16899.919725626864,16900
640.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,60031.0,4.0,Automatic,Front,Left wheel,Black,4.0,12.0,28222.11999387736,28222
781.0,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,335000.0,4.0,Manual,Rear,Left wheel,Silver,2.0,30.0,5331.099907279564,5331
781.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,239680.0,4.0,Automatic,Front,Left wheel,Grey,0.0,9.0,32603.157469606547,32615
781.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,2000.0,4.0,Variator,Front,Left wheel,Black,8.0,13.0,15991.416559597314,15994
765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,51236.0,4.0,Automatic,Front,Left wheel,White,4.0,10.0,17403.818035716955,17405
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,160000.0,4.0,Automatic,Front,Left wheel,Grey,4.0,13.0,27597.84923857788,27598
1095.0,DODGE,Caliber,Hatchback,No,Petrol,2.0,154000.0,4.0,Automatic,Front,Left wheel,White,4.0,17.0,8154.000000000202,8154
640.0,SUBARU,XV,Sedan,Yes,Petrol,2.0,105523.0,4.0,Automatic,4x4,Left wheel,Blue,0.0,12.0,5645.0000000000555,5645
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,266000.0,4.0,Automatic,Front,Left wheel,Black,10.0,11.0,13957.769702828316,13956
753.0,HYUNDAI,Sonata,Jeep,Yes,Hybrid,2.4,123862.0,4.0,Automatic,Front,Left wheel,White,0.0,13.0,469.9999999999908,470
595.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,29000.0,4.0,Automatic,Front,Left wheel,Silver,4.0,10.0,33519.273520892326,33494
1694.0,MERCEDES-BENZ,G 550,Jeep,Yes,Petrol,4.0,74990.0,8.0,Automatic,4x4,Left wheel,White,12.0,9.0,1882.0000000000168,1882
830.0,SUZUKI,Jimny GLX,Jeep,No,Petrol,1.5,0.0,4.0,Automatic,4x4,Left wheel,Silver,0.0,6.0,75240.95928891865,75300
781.0,HONDA,Cr-v,Jeep,No,CNG,2.0,150000.0,4.0,Automatic,4x4,Right-hand drive,Silver,4.0,23.0,12231.000000000133,12231
831.0,FORD,Fiesta,Hatchback,Yes,Petrol,1.6,96088.0,4.0,Automatic,Front,Left wheel,White,12.0,8.0,549.0000000000008,549
781.0,SKODA,Octavia,Sedan,No,Petrol,1.6,5500.0,4.0,Automatic,Front,Left wheel,White,6.0,6.0,37632.55987391588,37633
781.0,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,1000.0,6.0,Tiptronic,Rear,Left wheel,White,0.0,18.0,20384.99999999983,20385
586.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,110990.0,4.0,Automatic,Front,Left wheel,Silver,8.0,13.0,16149.318736655148,16151
501.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,71000.0,4.0,Automatic,Front,Left wheel,Black,4.0,11.0,19304.708279199807,19306
475.0,FIAT,500 s,Hatchback,Yes,Petrol,1.4,110000.0,4.0,Manual,Front,Left wheel,Black,12.0,13.0,10506.33651093027,10506
1017.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,66340.0,4.0,Automatic,Front,Left wheel,Blue,4.0,8.0,50037.09279874349,50030
781.0,TOYOTA,VOXY,Minivan,No,Petrol,2.0,250000.0,4.0,Variator,Front,Right-hand drive,Silver,2.0,22.0,7526.999999999905,7527
781.0,CHEVROLET,Cruze LS,Sedan,No,Petrol,1.4,12532.0,4.0,Automatic,Front,Left wheel,Black,8.0,7.0,16620.969997319822,16621
639.0,AUDI,A6,Sedan,Yes,Petrol,2.0,279722.0,4.0,Automatic,4x4,Left wheel,Black,0.0,11.0,18816.9999999996,18817
2690.0,INFINITI,QX80,Jeep,Yes,Petrol,5.6,54854.0,8.0,Automatic,Rear,Left wheel,Silver,12.0,8.0,17561.969997462784,17562
640.0,FORD,Fusion SE,Sedan,No,Hybrid,2.0,86427.0,4.0,Automatic,Front,Left wheel,Silver,8.0,12.0,19444.000000000186,19444
639.0,FORD,Fusion,Sedan,Yes,Petrol,2.0,27579.0,4.0,Tiptronic,Front,Left wheel,Carnelian red,12.0,11.0,21325.999999999793,21326
781.0,MERCEDES-BENZ,CLK 200 200,Sedan,Yes,Petrol,2.0,14566.0,8.0,Automatic,Rear,Left wheel,Blue,12.0,26.0,6899.000000000109,6899
730.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,91314.0,4.0,Automatic,Front,Left wheel,Grey,4.0,9.0,21100.285059418315,21103
781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,105000.0,4.0,Automatic,Front,Left wheel,Grey,8.0,13.0,22894.000000000462,22894
530.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,117500.0,4.0,Automatic,Front,Left wheel,Grey,4.0,12.0,17157.828755078226,17158
831.0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,98000.0,4.0,Automatic,Front,Left wheel,Silver,8.0,14.0,12544.000000000364,12544
1172.0,NISSAN,Quest,Minivan,No,Petrol,3.5,89000.0,6.0,Automatic,Front,Left wheel,Grey,12.0,14.0,23206.999999999494,23207
1347.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,92605.0,4.0,Automatic,Front,Left wheel,Silver,4.0,17.0,15681.000000000458,15681
730.0,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,49068.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,17243.879800931307,17227
1850.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,494317.0,6.0,Automatic,4x4,Left wheel,Black,12.0,17.0,4546.999999999954,4547
1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,184467.0,6.0,Automatic,Rear,Left wheel,White,12.0,11.0,940.5809030961714,941
753.0,HYUNDAI,Sonata SE LIMITED,Sedan,Yes,Hybrid,2.4,147000.0,4.0,Tiptronic,Front,Left wheel,Blue,12.0,13.0,13798.999999999853,13799
781.0,UAZ,31514,Pickup,No,Petrol,2.0,500000.0,4.0,Manual,4x4,Left wheel,Black,0.0,35.0,2699.315770525162,2700
353.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,118410.0,4.0,Tiptronic,Front,Left wheel,Silver,12.0,10.0,12544.000000000364,12544
781.0,SUBARU,R2,Sedan,No,Petrol,0.7,50000.0,3.0,Automatic,Front,Right-hand drive,Black,4.0,22.0,2508.9098398780234,2509
765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,789888.0,4.0,Automatic,Front,Left wheel,Orange,4.0,10.0,9251.115830935003,9252
1249.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,134571.0,4.0,Automatic,Front,Left wheel,Grey,12.0,8.0,3292.9999999999627,3293
1266.0,HONDA,FIT,Sedan,No,Hybrid,1.5,115000.0,4.0,Automatic,Front,Right-hand drive,Silver,2.0,11.0,10663.00000000014,10663
574.0,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,184250.0,4.0,Automatic,Front,Left wheel,Grey,0.0,15.0,220.00000000000227,220
831.0,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,116000.0,4.0,Automatic,4x4,Left wheel,Brown,12.0,14.0,21496.202878292996,21500
765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,380070.0,4.0,Automatic,Front,Left wheel,Orange,4.0,10.0,7055.969993685489,7056
781.0,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,300000.0,4.0,Manual,Front,Left wheel,White,12.0,16.0,14998.908706596167,15000
777.0,FORD,Fusion,Sedan,Yes,Petrol,2.5,83213.0,4.0,Automatic,Front,Left wheel,Orange,12.0,11.0,1803.0000000000184,1803
707.0,DODGE,Caliber,Hatchback,Yes,Petrol,2.0,168166.0,4.0,Automatic,Front,Left wheel,Orange,12.0,14.0,1646.0000000000105,1646
765.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.0,106442.0,4.0,Automatic,Front,Left wheel,White,0.0,10.0,469.9999999999908,470
877.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,60646.0,4.0,Automatic,Front,Left wheel,Grey,4.0,8.0,47522.77043416388,47537
707.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,139924.0,4.0,Automatic,Front,Left wheel,White,4.0,14.0,18103.368117380614,18092
753.0,HYUNDAI,Sonata,Sedan,No,Hybrid,2.4,69805.0,4.0,Tiptronic,Front,Left wheel,Black,12.0,13.0,17249.000000000473,17249
730.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,32595.0,4.0,Automatic,Front,Left wheel,Silver,4.0,9.0,18816.9999999996,18817
765.0,KIA,Avella,Sedan,Yes,Petrol,2.0,125621.0,4.0,Automatic,Front,Left wheel,Silver,12.0,10.0,2037.99999999999,2038
639.0,VOLKSWAGEN,Passat,Sedan,Yes,Diesel,2.0,211512.0,4.0,Tiptronic,Front,Left wheel,Black,0.0,11.0,18816.9999999996,18817
779.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124912.0,4.0,Automatic,Front,Left wheel,White,12.0,12.0,3763.000000000046,3763
1451.0,BMW,X6,Jeep,Yes,Petrol,4.4,147677.0,8.0,Automatic,4x4,Left wheel,Red,12.0,14.0,8154.000000000202,8154
781.0,TOYOTA,Ist,Hatchback,No,Petrol,1.3,135000.0,4.0,Automatic,Front,Right-hand drive,White,0.0,20.0,10349.00000000012,10349
781.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,111111.0,4.0,Tiptronic,Front,Left wheel,Green,4.0,16.0,14113.0,14113
781.0,MERCEDES-BENZ,E 500,Sedan,Yes,Petrol,5.0,99000.0,8.0,Tiptronic,Rear,Left wheel,Black,10.0,21.0,21953.0000000002,21953
1750.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,277405.0,6.0,Automatic,4x4,Left wheel,Grey,12.0,17.0,627.000000000001,627
1363.0,MERCEDES-BENZ,S 550,Sedan,Yes,Petrol,4.6,156043.0,8.0,Automatic,4x4,Left wheel,Black,12.0,13.0,6585.999999999964,6586
629.0,FORD,Fiesta,Sedan,No,Petrol,1.6,93500.0,4.0,Automatic,Front,Left wheel,Silver,10.0,10.0,6272.0000000001055,6272
781.0,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.7,305000.0,5.0,Manual,Rear,Left wheel,White,2.0,23.0,17249.000000000473,17249
781.0,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,187000.0,4.0,Manual,Rear,Left wheel,White,8.0,13.0,38573.80971577443,38574
1426.0,FORD,F150,Sedan,Yes,Petrol,2.7,2792.0,6.0,Automatic,Rear,Left wheel,White,12.0,7.0,7839.3995633967625,7840
1503.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,16000.0,4.0,Tiptronic,Front,Right-hand drive,Black,6.0,12.0,18188.999999999854,18189
781.0,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,245000.0,4.0,Variator,Front,Right-hand drive,Silver,2.0,22.0,5018.000000000053,5018
781.0,HYUNDAI,Veloster,Sedan,Yes,Petrol,1.6,63500.0,4.0,Automatic,Front,Left wheel,Black,10.0,10.0,21325.999999999793,21326
729.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,30374.0,4.0,Automatic,Front,Left wheel,Silver,4.0,9.0,15677.119985153438,15677
586.0,HYUNDAI,Elantra limited,Sedan,Yes,Petrol,1.8,87500.0,4.0,Tiptronic,Front,Left wheel,Grey,10.0,13.0,17249.000000000473,17249
691.0,HONDA,FIT,Hatchback,Yes,Petrol,1.3,85000.0,4.0,Automatic,Front,Left wheel,Black,4.0,8.0,28034.6416120362,28015
1363.0,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,229334.0,8.0,Automatic,4x4,Left wheel,Black,0.0,13.0,52059.00000000011,52059
639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,571919.0,4.0,Automatic,Front,Left wheel,White,4.0,11.0,10349.00000000012,10349
690.0,FORD,Fusion,Sedan,Yes,Petrol,1.5,70566.0,4.0,Automatic,Front,Left wheel,White,12.0,9.0,5487.999999999938,5488
781.0,TOYOTA,Corolla,Sedan,No,Petrol,1.5,138000.0,4.0,Automatic,Front,Right-hand drive,Silver,2.0,24.0,6585.999999999964,6586
781.0,VOLKSWAGEN,CC,Sedan,Yes,Petrol,2.0,125000.0,4.0,Automatic,Front,Left wheel,Black,8.0,13.0,25716.000000000273,25716
765.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,125890.0,4.0,Automatic,Front,Left wheel,Brown,12.0,10.0,3450.0000000000673,3450
1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,132630.0,6.0,Automatic,Rear,Left wheel,Silver,12.0,14.0,314.0000000000039,314
891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,227033.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,16150.899917328394,16151
382.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,52062.0,4.0,Automatic,Front,Left wheel,Blue,0.0,8.0,26029.999999999338,26030
1273.0,FORD,Explorer,Jeep,Yes,Petrol,3.5,0.0,6.0,Automatic,Front,Left wheel,White,12.0,10.0,220.00000000000227,220
687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,62741.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15.0,8910.465795260807,8881
761.0,TOYOTA,Corolla LE,Sedan,No,Petrol,1.8,119000.0,4.0,Automatic,Front,Left wheel,Silver,6.0,15.0,17876.000000000284,17876
781.0,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.7,300000.0,4.0,Manual,Rear,Left wheel,White,2.0,15.0,41996.65331111113,42000
781.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,256000.0,6.0,Automatic,Front,Left wheel,White,1.0,15.0,17249.000000000473,17249
777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,117917.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,35901.87926599413,35902
891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,114066.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,41706.35728154103,41720
781.0,TOYOTA,Altezza,Sedan,No,Petrol,2.0,88000.0,4.0,Manual,Rear,Right-hand drive,Blue,10.0,23.0,13172.000000000005,13172
781.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,139200.0,4.0,Automatic,Front,Left wheel,Black,6.0,15.0,18188.999999999854,18189
